Name,Address,city,country,phone,email,website,facebook,instagram,twitter,googlemap,license,mon,tue,wed,thu,fri,sat,sun,image,Online_Shop,StoreFront,Recreational,Medical,Curbside_Pickup,Accessible,Security
Tokyo Smoke - CF Shops at Don Mills,1090 Don Mills Rd. Unit H008,"Toronto, ON CA M3C 3R6",Canada,(416) 519-2836,askbob@tokyosmoke.com,https://stores.tokyosmoke.com/on/toronto-open/1090-don-mills-rd,,,,https://www.google.com/maps/dir/?api=1&destination=1090%20Don%20Mills%20Rd.%20Unit%20H008%20Toronto%2C%20ON%20CA%20M3C%203R6,,10:00AM - 10:00PM,10:00AM - 10:00PM,10:00AM - 10:00PM,10:00AM - 10:00PM,10:00AM - 10:00PM,10:00AM - 10:00PM,11:00AM - 10:00PM,Y,Y,,,,,,https://images.weedmaps.com/dispensaries/000/313/643/avatar/1637598293-store1a15f2043.jpg?fit=crop&auto=format&w=140&h=140
Chronzz Cannabis Shop,1157 Ellesmere Rd Unit 5,"Scarborough, ON CA M1P2X6",Canada,(416) 526 0000,ccs@chronzzcannabis.com,https://chronzzcannabis.com/,,,https://twitter.com/@ChronzzCannabis,https://www.google.com/maps/dir/?api=1&destination=1157%20Ellesmere%20Rd%20Unit%205%20Scarborough%2C%20ON%20CA%20M1P2X6,Adult-Use Retail: RSA1227519,10:00AM - 11:00PM,10:00AM - 11:00PM,10:00AM - 11:00PM,10:00AM - 11:00PM,10:00AM - 11:00PM,11:00AM - 11:00PM,12:00PM - 8:00PM,Y,Y,,,Y,,,https://images.weedmaps.com/dispensaries/000/318/248/avatar/1653414204-social_media_kit_profile_pic.jpg?fit=crop&auto=format&w=140&h=140
Value Buds - Danforth,2575 Danforth Ave Unit 15,"Toronto, ON CA M4C 1L5",Canada,(416) 686-3912,2040410store@valuebuds.com,https://valuebuds.com/,,,https://twitter.com/value_buds,https://www.google.com/maps/dir/?api=1&destination=2575%20Danforth%20Ave%20Unit%2015%20Toronto%2C%20ON%20CA%20M4C%201L5,Adult-Use Retail: CRSA1201029,10:00AM - 10:00PM,10:00AM - 10:00PM,10:00AM - 10:00PM,10:00AM - 10:00PM,10:00AM - 10:00PM,10:00AM - 10:00PM,10:00AM - 10:00PM,Y,Y,,,,,,https://images.weedmaps.com/dispensaries/000/313/993/avatar/1639152550-value-buds_1920x1920_.jpeg?fit=crop&auto=format&w=140&h=140
AlphaBud Cannabis Company,1186a Woodbine Ave,"East York, ON CA M4C 4E2",Canada,647-343-2837,info@thealphabud.com,http://www.thealphabud.com/,,,https://www.facebook.com/thealphabud,https://www.google.com/maps/dir/?api=1&destination=1186a%20Woodbine%20Ave%20East%20York%2C%20ON%20CA%20M4C%204E2,Adult-Use Retail: CRSA1197241,10:00AM - 9:00PM,10:00AM - 9:00PM,10:00AM - 9:00PM,10:00AM - 9:00PM,10:00AM - 9:00PM,10:00AM - 9:00PM,11:00AM - 6:00PM,Y,Y,,,Y,,,https://images.weedmaps.com/dispensaries/000/309/792/avatar/1626707898-artboard_1.png?fit=crop&auto=format&w=140&h=140
Green Rush,1187 Brimley Road,"Scarborough, ON CA M1P3G5",Canada,416-431-1333,greenrushcannabisstore@gmail.com,http://www.greenrushcannabis.ca/,,,https://www.instagram.com/greenrushcs,https://www.google.com/maps/dir/?api=1&destination=1187%20Brimley%20Road%20Scarborough%2C%20ON%20CA%20M1P3G5,Adult-Use Retail: CRSA1203560,11:00AM - 11:00PM,11:00AM - 11:00PM,11:00AM - 11:00PM,11:00AM - 11:00PM,11:00AM - 11:00PM,11:00AM - 11:00PM,11:00AM - 11:00PM,Y,Y,,,,,,https://images.weedmaps.com/dispensaries/000/310/726/avatar/1631303189-k-green-rush-logo-rev1-pre1_final.jpg?fit=crop&auto=format&w=140&h=140
Spiritleaf - Don Mills,895 Lawrence Ave E,"Toronto, ON CA M3C 3L2",Canada,4166131184,Donmills@spiritleaf.ca,https://spiritleaf.ca/locations/don-mills-cannabis-store/?,,,https://twitter.com/SpiritleafCA,https://www.google.com/maps/dir/?api=1&destination=895%20Lawrence%20Ave%20E%20Toronto%2C%20ON%20CA%20M3C%203L2,Adult-Use Retail: crsa 1172622,9:00AM - 8:00PM,9:00AM - 8:00PM,9:00AM - 8:00PM,9:00AM - 8:00PM,9:00AM - 8:00PM,9:00AM - 8:00PM,9:00AM - 8:00PM,Y,Y,,,Y,,,https://images.weedmaps.com/dispensaries/000/306/046/avatar/1617721379-Spiritleaf_Default_Logo.jpeg?fit=crop&auto=format&w=140&h=140
Rockwood Cannabis,3148 Kingston Rd Unit 3,"Scarborough, ON CA M1M1P4",Canada,4162669336,info@rockwoodcannabis.com,http://www.rockwoodcannabis.com/,,,https://www.facebook.com/rockwoodcannabisto-116820601030167,https://www.google.com/maps/dir/?api=1&destination=3148%20Kingston%20Rd%20Unit%203%20Scarborough%2C%20ON%20CA%20M1M1P4,Adult-Use Retail: CRSA1221512,9:00AM - 10:00PM,9:00AM - 10:00PM,9:00AM - 10:00PM,9:00AM - 10:00PM,9:00AM - 10:00PM,9:00AM - 10:00PM,9:00AM - 10:00PM,Y,Y,,,Y,,,https://images.weedmaps.com/dispensaries/000/320/199/avatar/1654546394-weedmaps_png.png?fit=crop&auto=format&w=140&h=140
Sessions Cannabis - The Beaches,964 Kingston Rd.,"Toronto, ON CA M4E 1S7",Canada,416-690-7374,beaches@sessions.ca,https://www.sessions.ca/toronto-beaches-dispensary-menu,,,https://www.facebook.com/startyoursession,https://www.google.com/maps/dir/?api=1&destination=964%20Kingston%20Rd.%20Toronto%2C%20ON%20CA%20M4E%201S7,Adult-Use Retail: CRSA1168713,10:00AM - 10:00PM,10:00AM - 10:00PM,10:00AM - 10:00PM,10:00AM - 10:00PM,10:00AM - 10:00PM,10:00AM - 10:00PM,10:00AM - 10:00PM,Y,Y,,,Y,,,https://images.weedmaps.com/dispensaries/000/302/442/avatar/1588083945-Sessions_Cannabis_Logo.png?fit=crop&auto=format&w=140&h=140
Soul Rebel Cannabis Co - Kingston Rd,1003 Kingston Rd,"Toronto, ON CA M4E 1T3",Canada,416-551-7620,info@soulrebelcannabis.ca,http://www.soulrebelcannabis.ca/,,,https://www.facebook.com/soulrebelcanada,https://www.google.com/maps/dir/?api=1&destination=1003%20Kingston%20Rd%20Toronto%2C%20ON%20CA%20M4E%201T3,Adult-Use Retail: CRSA1202205,10:00AM - 10:00PM,10:00AM - 10:00PM,10:00AM - 10:00PM,10:00AM - 10:00PM,10:00AM - 10:00PM,10:00AM - 10:00PM,10:00AM - 8:00PM,Y,Y,,,,,,https://images.weedmaps.com/dispensaries/000/310/055/avatar/1628621702-1615476122-soul_rebel_signature.png?fit=crop&auto=format&w=140&h=140
Good Cookie - Town Center,1595 Ellesmere Rd,"Scarborough, ON CA M1P2Y3",Canada,416-519-2022,towncenter@goodcookiecannabis.com,http://goodcookiecannabis.com/,,,https://www.instagram.com/@goodcookie420,https://www.google.com/maps/dir/?api=1&destination=1595%20Ellesmere%20Rd%20Scarborough%2C%20ON%20CA%20M1P2Y3,Adult-Use Retail: CRA1197481,9:00AM - 11:00PM,9:00AM - 11:00PM,9:00AM - 11:00PM,9:00AM - 11:00PM,9:00AM - 11:00PM,9:00AM - 11:00PM,9:00AM - 11:00PM,Y,Y,,,Y,,,https://images.weedmaps.com/dispensaries/000/308/205/avatar/1621173198-image_from_ios.png?fit=crop&auto=format&w=140&h=140
One Plant - Pickering,705 Kingston Rd Suite 1,"Pickering, ON CA L1V6K3",Canada,905-492-9277,info@oneplant.ca,https://www.oneplant.ca/,,,,https://www.google.com/maps/dir/?api=1&destination=705%20Kingston%20Rd%20Suite%201%20Pickering%2C%20ON%20CA%20L1V6K3,,9:30AM - 10:00PM,9:30AM - 10:00PM,9:30AM - 10:00PM,9:30AM - 10:00PM,9:30AM - 10:00PM,9:30AM - 10:00PM,10:00AM - 8:00PM,Y,Y,,,,,,https://images.weedmaps.com/dispensaries/000/310/915/avatar/1631722373-one_plant_proper_.png?fit=crop&auto=format&w=140&h=140
kanab,865 York Mills Unit 18,"Toronto, ON CA M3B 1Y6",Canada,416-901-8444,info@thekanabcompany.com,http://www.thekanabcompany.com/,,,https://www.facebook.com/Kanab-101988738654680,https://www.google.com/maps/dir/?api=1&destination=865%20York%20Mills%20Unit%2018%20Toronto%2C%20ON%20CA%20M3B%201Y6,Adult-Use Retail: CRSA1193856,10:00AM - 11:00PM,10:00AM - 11:00PM,10:00AM - 11:00PM,10:00AM - 11:00PM,10:00AM - 11:00PM,10:00AM - 11:00PM,10:00AM - 11:00PM,Y,Y,,,,,,https://images.weedmaps.com/dispensaries/000/307/582/avatar/1616786979-Kanab_Lealfy_1_.png?fit=crop&auto=format&w=140&h=140
Cannabis Hut,2254 Birchmount Rd,"Scarborough, ON CA M1T2M2",Canada,416-261-9333,cannabishutltd@gmail.com,http://www.cannabishut.ca/,,,https://www.instagram.com/@cannabishutscarborough,https://www.google.com/maps/dir/?api=1&destination=2254%20Birchmount%20Rd%20Scarborough%2C%20ON%20CA%20M1T2M2,Adult-Use Retail: CRSA1207206,9:00AM - 11:00PM,9:00AM - 11:00PM,9:00AM - 11:00PM,9:00AM - 11:00PM,9:00AM - 11:00PM,9:00AM - 11:00PM,,Y,Y,,,,,,https://images.weedmaps.com/dispensaries/000/310/184/avatar/1637431130-img_8424-2.jpg?fit=crop&auto=format&w=140&h=140
Cannamart - Scarborough,3599 Sheppard Avenue East,"Scarborough, ON CA M1T 3K8",Canada,(416) 546-2002,InfoTO@mycannamart.ca,,,,,https://www.google.com/maps/dir/?api=1&destination=3599%20Sheppard%20Avenue%20East%20Scarborough%2C%20ON%20CA%20M1T%203K8,Adult-Use Retail: CRSA1200540,10:00AM - 8:00PM,10:00AM - 8:00PM,10:00AM - 8:00PM,10:00AM - 8:00PM,10:00AM - 9:00PM,10:00AM - 8:00PM,12:00PM - 6:00PM,Y,Y,,,,,,https://images.weedmaps.com/dispensaries/000/309/065/avatar/1623091580-cannamart.jpeg?fit=crop&auto=format&w=140&h=140
FIKA Local Herbal Goods - Golden Mile,1900 Eglinton Avenue East,"Toronto, ON CA M1L 2L9",Canada,647-799-0924,hello@fikasupply.com,https://fikasupply.com/,,,https://www.instagram.com/fikaherbalgoods,https://www.google.com/maps/dir/?api=1&destination=1900%20Eglinton%20Avenue%20East%20Toronto%2C%20ON%20CA%20M1L%202L9,Adult-Use Retail: CRSA1205700,10:00AM - 10:00PM,10:00AM - 10:00PM,10:00AM - 10:00PM,10:00AM - 10:00PM,10:00AM - 10:00PM,10:00AM - 10:00PM,11:00AM - 7:00PM,Y,Y,,,Y,,,https://images.weedmaps.com/dispensaries/000/310/428/avatar/1658775234-fika_local_cannabis_logo_-_400x400_weedmaps.png?fit=crop&auto=format&w=140&h=140
Northern Helm Cannabis - Danforth,1338 Danforth Avenue,"Toronto, ON CA M4J 1M9",Canada,(416) 967-8236,danforthmanager@northernhelmSM.com,https://www.northernhelm.com/stores,,,https://www.instagram.com/@norhternhelm_toronto,https://www.google.com/maps/dir/?api=1&destination=1338%20Danforth%20Avenue%20Toronto%2C%20ON%20CA%20M4J%201M9,Adult-Use Retail: CRSA1195814,10:00AM - 10:00PM,10:00AM - 10:00PM,10:00AM - 10:00PM,10:00AM - 10:00PM,10:00AM - 10:00PM,10:00AM - 10:00PM,10:00AM - 10:00PM,Y,Y,,,Y,,,https://images.weedmaps.com/dispensaries/000/309/201/avatar/1628513008-screen_shot_2021-08-09_at_84255_am.png?fit=crop&auto=format&w=140&h=140
Breaking Bud Cannabis - Markham Rd,685W Markham Rd,"Scarborough, ON CA M1H 2A4",Canada,(647) 946-5244,thebreakingbudcannabis@gmail.com,https://www.breakingbudcannabis.ca/,,,,https://www.google.com/maps/dir/?api=1&destination=685W%20Markham%20Rd%20Scarborough%2C%20ON%20CA%20M1H%202A4,Adult-Use Retail: CRSA1223939,10:00AM - 10:00PM,10:00AM - 10:00PM,10:00AM - 10:00PM,10:00AM - 10:00PM,10:00AM - 10:00PM,10:00AM - 10:00PM,10:00AM - 9:00PM,Y,Y,,,Y,,,https://images.weedmaps.com/dispensaries/000/317/468/avatar/1649705272-screen_shot_2022-04-11_at_32733_pm.png?fit=crop&auto=format&w=140&h=140
The Happy Spliff,856 Eglinton Ave E,"East York, ON CA M4G 2L1",Canada,416-467-1111,info@thehappyspliff.com,https://thehappyspliff.com/,,,https://www.facebook.com/The%20Happy%20Spliff,https://www.google.com/maps/dir/?api=1&destination=856%20Eglinton%20Ave%20E%20East%20York%2C%20ON%20CA%20M4G%202L1,Adult-Use Retail: CRSA1206666,9:00AM - 11:00PM,9:00AM - 11:00PM,9:00AM - 11:00PM,9:00AM - 11:00PM,9:00AM - 11:00PM,9:00AM - 11:00PM,9:00AM - 11:00PM,Y,Y,,,,,,https://images.weedmaps.com/dispensaries/000/314/170/avatar/1640703007-img_1550_2.jpg?fit=crop&auto=format&w=140&h=140
NULEEF Cannabis,86 Laird Dr,"East York, ON CA M4G 3V1",Canada,416-429-9333,info@nuleef.ca,http://www.nuleef.ca/,,,https://www.instagram.com/nuleefcannabis,https://www.google.com/maps/dir/?api=1&destination=86%20Laird%20Dr%20East%20York%2C%20ON%20CA%20M4G%203V1,Adult-Use Retail: CRSA1218145,10:00AM - 11:00PM,10:00AM - 11:00PM,10:00AM - 11:00PM,10:00AM - 11:00PM,10:00AM - 11:00PM,10:00AM - 11:00PM,10:00AM - 10:00PM,Y,Y,,,,,,https://images.weedmaps.com/dispensaries/000/314/145/avatar/1640702725-tester_green_small.png?fit=crop&auto=format&w=140&h=140
Holland Daze,793 Markham Rd,"Scarborough, ON CA M1H 2Y1",Canada,416-438-3442,info@hollandaze.ca,http://www.hollanddaze.ca/,,,https://www.instagram.com/hollanddazeshop,https://www.google.com/maps/dir/?api=1&destination=793%20Markham%20Rd%20Scarborough%2C%20ON%20CA%20M1H%202Y1,Adult-Use Retail: CRSA1191419,9:00AM - 11:00PM,9:00AM - 11:00PM,9:00AM - 11:00PM,9:00AM - 11:00PM,9:00AM - 11:00PM,9:00AM - 11:00PM,9:00AM - 11:00PM,Y,Y,,,Y,,,https://images.weedmaps.com/dispensaries/000/306/687/avatar/1612804760-Screen_Shot_2021-02-08_at_12.18.14_PM.png?fit=crop&auto=format&w=140&h=140
Cerenibis,2225 Queen St East,"Toronto, ON CA M4E 1E8",Canada,6474982225,cerenibiscanada@gmail.com,http://www.cerenibis.ca/,,,https://www.instagram.com/Cerenibiscanada,https://www.google.com/maps/dir/?api=1&destination=2225%20Queen%20St%20East%20Toronto%2C%20ON%20CA%20M4E%201E8,Adult-Use Retail: CRSA1205024,10:00AM - 11:00PM,10:00AM - 11:00PM,10:00AM - 11:00PM,10:00AM - 11:00PM,10:00AM - 11:00PM,11:00AM - 11:00PM,11:00AM - 11:00PM,Y,Y,,,Y,,,https://images.weedmaps.com/dispensaries/000/320/852/avatar/1655957628-logo_black-1.png?fit=crop&auto=format&w=140&h=140
Tokyo Smoke - East York Pape Ave,1031 Pape Avenue,"Toronto, ON CA M4K 3W1",Canada,416-613-9449,1031Pape@tyosmoke.ca,https://dutchie.com/dispensaries/tokyo-smoke-1031-pape-at-cosburn/menu,,,https://www.facebook.com/TokyoSmokeOfficial,https://www.google.com/maps/dir/?api=1&destination=1031%20Pape%20Avenue%20Toronto%2C%20ON%20CA%20M4K%203W1,Adult-Use Retail: CRSA1188980,9:00AM - 8:00PM,9:00AM - 8:00PM,9:00AM - 8:00PM,9:00AM - 8:00PM,9:00AM - 8:00PM,9:00AM - 8:00PM,9:00AM - 8:00PM,Y,Y,,,,,,https://images.weedmaps.com/dispensaries/000/307/941/avatar/1628791659-dominon.jpeg?fit=crop&auto=format&w=140&h=140
Growers Retail - Pape Village,1021 Pape Avenue,"East York, ON CA M4K 3V8",Canada,416-408-1111,info@growersretailcannabis.ca,https://growersretailcannabis.ca/,,,https://www.instagram.com/growersretail,https://www.google.com/maps/dir/?api=1&destination=1021%20Pape%20Avenue%20East%20York%2C%20ON%20CA%20M4K%203V8,Adult-Use Retail: CRSA1189343,9:00AM - 8:00PM,9:00AM - 8:00PM,9:00AM - 8:00PM,9:00AM - 8:00PM,9:00AM - 8:00PM,9:00AM - 8:00PM,9:00AM - 8:00PM,Y,Y,,,Y,,,https://images.weedmaps.com/dispensaries/000/307/252/avatar/1614105732-growers_retail_logo.jpg?fit=crop&auto=format&w=140&h=140
One Plant - Scarborough,43 Milner Ave,"Scarborough, ON CA M1S 3P6",Canada,416-663-5683,info@oneplant.ca,https://www.oneplant.ca/,,,https://www.facebook.com/oneplantscarborough,https://www.google.com/maps/dir/?api=1&destination=43%20Milner%20Ave%20Scarborough%2C%20ON%20CA%20M1S%203P6,Adult-Use Retail: CRSA1179433,9:30AM - 10:30PM,9:30AM - 10:30PM,9:30AM - 10:30PM,9:30AM - 10:30PM,9:30AM - 10:30PM,9:30AM - 10:30PM,10:00AM - 9:00PM,Y,Y,,,Y,,,https://images.weedmaps.com/dispensaries/000/307/106/avatar/1631731705-one_plant_proper_.png?fit=crop&auto=format&w=140&h=140
Mirage Cannabis,1229 Broadview Ave,"East York, ON CA M4K 2T3",Canada,(416) 424-2292,info@mirageorganics.ca,http://miragecannabis.ca/,,,https://www.facebook.com/MirageStoreTO,https://www.google.com/maps/dir/?api=1&destination=1229%20Broadview%20Ave%20East%20York%2C%20ON%20CA%20M4K%202T3,Adult-Use Retail: CRSA1200834,11:00AM - 11:00PM,10:00AM - 10:00PM,11:00AM - 11:00PM,11:00AM - 11:00PM,11:00AM - 11:00PM,11:00AM - 11:00PM,11:00AM - 11:00PM,Y,Y,,,Y,,,https://images.weedmaps.com/dispensaries/000/321/036/avatar/1657851131-miragecannabis_visualid-02__1_.png?fit=crop&auto=format&w=140&h=140
Smokey's - Queen E,1881 Queen St E,"Toronto, ON CA M4L 1H3",Canada,(416) 792-4959,high@getsmokeys.com,https://getsmokeys.com/,,,,https://www.google.com/maps/dir/?api=1&destination=1881%20Queen%20St%20E%20Toronto%2C%20ON%20CA%20M4L%201H3,Adult-Use Retail: CRSA1204424,9:00AM - 11:00PM,9:00AM - 11:00PM,9:00AM - 11:00PM,9:00AM - 11:00PM,9:00AM - 11:00PM,9:00AM - 11:00PM,9:00AM - 11:00PM,Y,Y,,,,,,https://images.weedmaps.com/dispensaries/000/311/320/avatar/1633454544-screen_shot_2021-10-05_at_12207_pm.png?fit=crop&auto=format&w=140&h=140
Totally Baked Cannabis,2582 Birchmount Road,"Toronto, ON CA M1T2M5",Canada,416-291-0420,totallybakedcannabis@gmail.com,http://www.totallybakedcannabis.ca/,,,https://www.facebook.com/totallybakedcannabis,https://www.google.com/maps/dir/?api=1&destination=2582%20Birchmount%20Road%20Toronto%2C%20ON%20CA%20M1T2M5,Adult-Use Retail: 1187203,11:00AM - 9:00PM,11:00AM - 9:00PM,11:00AM - 9:00PM,11:00AM - 9:00PM,11:00AM - 9:00PM,11:00AM - 9:00PM,12:00PM - 5:00PM,Y,Y,,,Y,,,https://images.weedmaps.com/dispensaries/000/312/505/avatar/1634584906-screen_shot_2021-10-18_at_32032_pm.png?fit=crop&auto=format&w=140&h=140
Canyon Cannabis - 1864 Queen St E,1864 Queen Street East,"Toronto, ON CA M4L 1H2",Canada,416-303-9333,hello@canyoncannabis.ca,https://canyoncannabis.ca/shop-at-the-beaches/,,,,https://www.google.com/maps/dir/?api=1&destination=1864%20Queen%20Street%20East%20Toronto%2C%20ON%20CA%20M4L%201H2,Adult-Use Retail: 1172517,11:00AM - 7:00PM,11:00AM - 7:00PM,11:00AM - 7:00PM,10:00AM - 7:30PM,10:00AM - 7:30PM,10:00AM - 7:30PM,11:00AM - 7:00PM,Y,Y,,,Y,,,https://images.weedmaps.com/dispensaries/000/304/312/avatar/1604443743-canyon_cannabis.jpeg?fit=crop&auto=format&w=140&h=140
Power Plant Smoke - Queen East,1787 Queen Street East,"Toronto, ON CA M4L3Y3",Canada,4166936767,omid@powerplantsmoke.com,http://www.powerplantsmoke.com/,,,https://www.instagram.com/@powerplantsmoke,https://www.google.com/maps/dir/?api=1&destination=1787%20Queen%20Street%20East%20Toronto%2C%20ON%20CA%20M4L3Y3,Adult-Use Retail: CRSA1189681,9:00AM - 9:00PM,9:00AM - 9:00PM,9:00AM - 9:00PM,9:00AM - 9:00PM,9:00AM - 9:00PM,9:00AM - 9:00PM,9:00AM - 9:00PM,Y,Y,,,Y,,,https://images.weedmaps.com/dispensaries/000/307/474/avatar/1615917933-Power_Plant_Smoke_Logo.png?fit=crop&auto=format&w=140&h=140
FIKA Local Herbal Goods - Fairview Mall,1800 Sheppard Ave E Unit 1047,"Toronto, ON CA M2J 5A7",Canada,647-695-3756,hello@fikasupply.com,https://fikasupply.com/,,,https://www.instagram.com/fikaherbalgoods,https://www.google.com/maps/dir/?api=1&destination=1800%20Sheppard%20Ave%20E%20Unit%201047%20Toronto%2C%20ON%20CA%20M2J%205A7,Adult-Use Retail: CRSA1217882,10:00AM - 11:00PM,10:00AM - 11:00PM,10:00AM - 11:00PM,10:00AM - 11:00PM,10:00AM - 11:00PM,10:00AM - 11:00PM,11:00AM - 7:00PM,Y,Y,,,Y,,,https://images.weedmaps.com/dispensaries/000/313/790/avatar/1658775180-fika_local_cannabis_logo_-_400x400_weedmaps.png?fit=crop&auto=format&w=140&h=140
Tokyo Smoke - 715 Danforth Ave,715 Danforth Ave,"Toronto, ON CA M4J 1L2",Canada,416-613-2466,askbob@tokyosmoke.com,https://ca.tokyosmoke.com/,,,,https://www.google.com/maps/dir/?api=1&destination=715%20Danforth%20Ave%20Toronto%2C%20ON%20CA%20M4J%201L2,Adult-Use Retail: CRSA1190768,9:00AM - 8:00PM,9:00AM - 8:00PM,9:00AM - 8:00PM,9:00AM - 8:00PM,9:00AM - 8:00PM,9:00AM - 8:00PM,9:00AM - 8:00PM,Y,Y,,,,,,https://images.weedmaps.com/dispensaries/000/307/303/avatar/1628791614-osborne.jpeg?fit=crop&auto=format&w=140&h=140
Weedjar - Oakwood Village,355 Oakwood Ave,"York, ON CA M6E 2W1",Canada,416-546-3052,info@weedjar.ca,http://weedjar.ca/,,,https://twitter.com/intheweedjar,https://www.google.com/maps/dir/?api=1&destination=355%20Oakwood%20Ave%20York%2C%20ON%20CA%20M6E%202W1,Adult-Use Retail: CRSA1202322,10:00AM - 11:00PM,10:00AM - 11:00PM,10:00AM - 11:00PM,10:00AM - 11:00PM,10:00AM - 11:00PM,10:00AM - 11:00PM,10:00AM - 11:00PM,Y,Y,,,,,,https://images.weedmaps.com/dispensaries/000/309/937/avatar/1630504201-1627580854-weed_icon.jpeg?fit=crop&auto=format&w=140&h=140
Weedjar - Broadview North,1127B Broadview Ave,"East York, ON CA M4K2S6",Canada,416-519-2706,info@weedjar.ca,http://weedjar.ca/,,,https://twitter.com/intheweedjar,https://www.google.com/maps/dir/?api=1&destination=1127B%20Broadview%20Ave%20East%20York%2C%20ON%20CA%20M4K2S6,Adult-Use Retail: CRSA1201353,10:00AM - 10:00PM,10:00AM - 10:00PM,10:00AM - 10:00PM,10:00AM - 10:00PM,10:00AM - 10:00PM,10:00AM - 10:00PM,10:00AM - 10:00PM,Y,Y,,,,,,https://images.weedmaps.com/dispensaries/000/309/936/avatar/1627580854-weed_icon.jpg?fit=crop&auto=format&w=140&h=140
Canna Cabana - East York,"1723 Bayview Ave, Unit A1","East York, Ontario CA M4G 3C1",Canada,416-546-5626,info@cannacabana.com,https://eastyork.cannacabana.com/,,,,https://www.google.com/maps/dir/?api=1&destination=1723%20Bayview%20Ave%2C%20Unit%20A1%20East%20York%2C%20Ontario%20CA%20M4G%203C1,Adult-Use Retail: CRSA172471,10:00AM - 11:00PM,10:00AM - 11:00PM,10:00AM - 11:00PM,10:00AM - 11:00PM,10:00AM - 11:00PM,10:00AM - 11:00PM,10:00AM - 9:00PM,Y,Y,,,Y,,,https://images.weedmaps.com/dispensaries/000/304/772/avatar/1603124168-1585146215-cc_logoicon.jpg?fit=crop&auto=format&w=140&h=140
Euphoric Pot,4800 Sheppard Ave East Unit 118,"Scarborough, ON CA M1S5N4",Canada,647-900-6000,euphoricpot@gmail.com,https://euphoricpot.com/shop/,,,https://www.facebook.com/profile.php?id=100080117475484,https://www.google.com/maps/dir/?api=1&destination=4800%20Sheppard%20Ave%20East%20Unit%20118%20Scarborough%2C%20ON%20CA%20M1S5N4,Adult-Use Retail: CROL1178384,9:00AM - 11:00PM,9:00AM - 11:00PM,9:00AM - 11:00PM,9:00AM - 11:00PM,9:00AM - 11:00PM,9:00AM - 11:00PM,11:00AM - 7:00PM,Y,Y,,,Y,,,https://images.weedmaps.com/dispensaries/000/309/078/avatar/1623770561-screen_shot_2021-06-15_at_105035_am.png?fit=crop&auto=format&w=140&h=140
Tokyo Smoke - Chartwell Shopping Centre,2375 Brimley Road Unit 6,"Scarborough, ON CA M1S 3L6",Canada,4162913972,askbob@tokyosmoke.ca,https://stores.tokyosmoke.com/on/scarborough/2375-brimley-rd,,,,https://www.google.com/maps/dir/?api=1&destination=2375%20Brimley%20Road%20Unit%206%20Scarborough%2C%20ON%20CA%20M1S%203L6,Adult-Use Retail: CRSA1201187,9:00AM - 11:00PM,9:00AM - 11:00PM,9:00AM - 11:00PM,9:00AM - 11:00PM,9:00AM - 11:00PM,9:00AM - 11:00PM,9:00AM - 11:00PM,Y,Y,,,,,,https://images.weedmaps.com/dispensaries/000/309/185/avatar/1628791682-yonge.jpeg?fit=crop&auto=format&w=140&h=140
K's Pot Shop,1342 Queen St. East,"Toronto, ON CA M4L1C5",Canada,(416) 406-5329,hello@kspotshop.ca,http://kspotshop.ca/,,,,https://www.google.com/maps/dir/?api=1&destination=1342%20Queen%20St.%20East%20Toronto%2C%20ON%20CA%20M4L1C5,Adult-Use Retail: CRSA1172567,9:00AM - 11:00PM,9:00AM - 11:00PM,9:00AM - 11:00PM,9:00AM - 11:00PM,9:00AM - 11:00PM,9:00AM - 11:00PM,9:00AM - 11:00PM,Y,Y,,,Y,,,https://images.weedmaps.com/dispensaries/000/319/869/avatar/1658338063-k_s.jpeg?fit=crop&auto=format&w=140&h=140
Friendly Stranger Cannabis Culture Shop - Danforth Ave.,283 Danforth Ave.,"Toronto, ON CA M4K 1N2",Canada,(647) 374-5410,info@friendlystranger.com,https://friendlystranger.com/pages/location-hours,,,,https://www.google.com/maps/dir/?api=1&destination=283%20Danforth%20Ave.%20Toronto%2C%20ON%20CA%20M4K%201N2,,10:00AM - 8:00PM,10:00AM - 8:00PM,10:00AM - 8:00PM,10:00AM - 8:00PM,10:00AM - 8:00PM,10:00AM - 8:00PM,10:00AM - 8:00PM,Y,Y,,,,,,https://images.weedmaps.com/dispensaries/000/307/366/avatar/1614714210-The_Friendly_Stranger_Logo.jpeg?fit=crop&auto=format&w=140&h=140
